#Digilent WaveForms Oscilloscope Acquisition,,,
#Device Name: Discovery2,,,
#Serial Number: SN:210321A4216E,,,
#Date Time: 2020-04-30 20:02:49.283,,,
#Sample rate: 800Hz,,,
#Samples: 4922,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,
#Channel 1: Range: 20 mV/div Offset: 0 V,,,
,,,
Time (s),Channel 1 (V),,
-2.6125,0.0658357,0.0658357,0.0658357
-2.61125,0.0645006,0.0645006,0.0645006
-2.61,0.0655019,0.0655019,0.0655019
-2.60875,0.0651681,0.0651681,0.0651681
-2.6075,0.0675047,0.0675047,0.0675047
-2.60625,0.0678385,0.0678385,0.0678385
-2.605,0.0651681,0.0651681,0.0651681
-2.60375,0.0645006,0.0645006,0.0645006
-2.6025,0.0628316,0.0628316,0.0628316
-2.60125,0.0651681,0.0651681,0.0651681
-2.6,0.0645006,0.0645006,0.0645006
-2.59875,0.063833,0.063833,0.063833
-2.5975,0.0628316,0.0628316,0.0628316
-2.59625,0.0624978,0.0624978,0.0624978
-2.595,0.0645006,0.0645006,0.0645006
-2.59375,0.0648344,0.0648344,0.0648344
-2.5925,0.0661695,0.0661695,0.0661695
-2.59125,0.0651681,0.0651681,0.0651681
-2.59,0.0651681,0.0651681,0.0651681
-2.58875,0.0658357,0.0658357,0.0658357
-2.5875,0.0665033,0.0665033,0.0665033
-2.58625,0.0681723,0.0681723,0.0681723
-2.585,0.0651681,0.0651681,0.0651681
-2.58375,0.0641668,0.0641668,0.0641668
-2.5825,0.0634992,0.0634992,0.0634992
-2.58125,0.0641668,0.0641668,0.0641668
-2.58,0.0655019,0.0655019,0.0655019
-2.57875,0.0628316,0.0628316,0.0628316
-2.5775,0.0631654,0.0631654,0.0631654
-2.57625,0.0628316,0.0628316,0.0628316
-2.575,0.063833,0.063833,0.063833
-2.57375,0.0651681,0.0651681,0.0651681
-2.5725,0.0645006,0.0645006,0.0645006
-2.57125,0.0651681,0.0651681,0.0651681
-2.57,0.0641668,0.0641668,0.0641668
-2.56875,0.0658357,0.0658357,0.0658357
-2.5675,0.0668371,0.0668371,0.0668371
-2.56625,0.0675047,0.0675047,0.0675047
-2.565,0.0655019,0.0655019,0.0655019
-2.56375,0.0628316,0.0628316,0.0628316
-2.5625,0.0634992,0.0634992,0.0634992
-2.56125,0.0641668,0.0641668,0.0641668
-2.56,0.0648344,0.0648344,0.0648344
-2.55875,0.0631654,0.0631654,0.0631654
-2.5575,0.062164,0.062164,0.062164
-2.55625,0.0634992,0.0634992,0.0634992
-2.555,0.0631654,0.0631654,0.0631654
-2.55375,0.0651681,0.0651681,0.0651681
-2.5525,0.0648344,0.0648344,0.0648344
-2.55125,0.0655019,0.0655019,0.0655019
-2.55,0.0651681,0.0651681,0.0651681
-2.54875,0.0648344,0.0648344,0.0648344
-2.5475,0.0675047,0.0675047,0.0675047
-2.54625,0.0668371,0.0668371,0.0668371
-2.545,0.0655019,0.0655019,0.0655019
-2.54375,0.0634992,0.0634992,0.0634992
-2.5425,0.0631654,0.0631654,0.0631654
-2.54125,0.0648344,0.0648344,0.0648344
-2.54,0.063833,0.063833,0.063833
-2.53875,0.0634992,0.0634992,0.0634992
-2.5375,0.0614964,0.0614964,0.0614964
-2.53625,0.0614964,0.0614964,0.0614964
-2.535,0.0618302,0.0618302,0.0618302
-2.53375,0.0631654,0.0631654,0.0631654
-2.5325,0.063833,0.063833,0.063833
-2.53125,0.0624978,0.0624978,0.0624978
-2.53,0.0634992,0.0634992,0.0634992
-2.52875,0.0631654,0.0631654,0.0631654
-2.5275,0.0655019,0.0655019,0.0655019
-2.52625,0.0655019,0.0655019,0.0655019
-2.525,0.0631654,0.0631654,0.0631654
-2.52375,0.0624978,0.0624978,0.0624978
-2.5225,0.0614964,0.0614964,0.0614964
-2.52125,0.0618302,0.0618302,0.0618302
-2.52,0.0594936,0.0594936,0.0594936
-2.51875,0.057157,0.057157,0.057157
-2.5175,0.0564894,0.0564894,0.0564894
-2.51625,0.0561556,0.0561556,0.0561556
-2.515,0.0578246,0.0578246,0.0578246
-2.51375,0.0581584,0.0581584,0.0581584
-2.5125,0.0655019,0.0655019,0.0655019
-2.51125,0.0735131,0.0735131,0.0735131
-2.51,0.0761835,0.0761835,0.0761835
-2.50875,0.0781863,0.0781863,0.0781863
-2.5075,0.0815243,0.0815243,0.0815243
-2.50625,0.0825257,0.0825257,0.0825257
-2.505,0.0801891,0.0801891,0.0801891
-2.50375,0.0805229,0.0805229,0.0805229
-2.5025,0.0795215,0.0795215,0.0795215
-2.50125,0.0771849,0.0771849,0.0771849
-2.5,0.0741807,0.0741807,0.0741807
-2.49875,0.0778525,0.0778525,0.0778525
-2.4975,0.0798553,0.0798553,0.0798553
-2.49625,0.0798553,0.0798553,0.0798553
-2.495,0.0751821,0.0751821,0.0751821
-2.49375,0.0805229,0.0805229,0.0805229
-2.4925,0.0748483,0.0748483,0.0748483
-2.49125,0.0728455,0.0728455,0.0728455
-2.49,0.0728455,0.0728455,0.0728455
-2.48875,0.0591598,0.0591598,0.0591598
-2.4875,0.0484782,0.0484782,0.0484782
-2.48625,0.0494796,0.0494796,0.0494796
-2.485,0.0474768,0.0474768,0.0474768
-2.48375,0.0461416,0.0461416,0.0461416
-2.4825,0.0458078,0.0458078,0.0458078
-2.48125,0.047143,0.047143,0.047143
-2.48,0.0468092,0.0468092,0.0468092
-2.47875,0.045474,0.045474,0.045474
-2.4775,0.0448064,0.0448064,0.0448064
-2.47625,0.045474,0.045474,0.045474
-2.475,0.0461416,0.0461416,0.0461416
-2.47375,0.0474768,0.0474768,0.0474768
-2.4725,0.0474768,0.0474768,0.0474768
-2.47125,0.047143,0.047143,0.047143
-2.47,0.047143,0.047143,0.047143
-2.46875,0.0478106,0.0478106,0.0478106
-2.4675,0.0494796,0.0494796,0.0494796
-2.46625,0.0494796,0.0494796,0.0494796
-2.465,0.0474768,0.0474768,0.0474768
-2.46375,0.0461416,0.0461416,0.0461416
-2.4625,0.045474,0.045474,0.045474
-2.46125,0.047143,0.047143,0.047143
-2.46,0.0468092,0.0468092,0.0468092
-2.45875,0.045474,0.045474,0.045474
-2.4575,0.0448064,0.0448064,0.0448064
-2.45625,0.0451402,0.0451402,0.0451402
-2.455,0.0461416,0.0461416,0.0461416
-2.45375,0.047143,0.047143,0.047143
-2.4525,0.0474768,0.0474768,0.0474768
-2.45125,0.047143,0.047143,0.047143
-2.45,0.047143,0.047143,0.047143
-2.44875,0.0478106,0.0478106,0.0478106
-2.4475,0.0498134,0.0498134,0.0498134
-2.44625,0.0494796,0.0494796,0.0494796
-2.445,0.0474768,0.0474768,0.0474768
-2.44375,0.0461416,0.0461416,0.0461416
-2.4425,0.045474,0.045474,0.045474
-2.44125,0.047143,0.047143,0.047143
-2.44,0.0468092,0.0468092,0.0468092
-2.43875,0.045474,0.045474,0.045474
-2.4375,0.0448064,0.0448064,0.0448064
-2.43625,0.045474,0.045474,0.045474
-2.435,0.0461416,0.0461416,0.0461416
-2.43375,0.047143,0.047143,0.047143
-2.4325,0.0474768,0.0474768,0.0474768
-2.43125,0.047143,0.047143,0.047143
-2.43,0.047143,0.047143,0.047143
-2.42875,0.0478106,0.0478106,0.0478106
-2.4275,0.0498134,0.0498134,0.0498134
-2.42625,0.0494796,0.0494796,0.0494796
-2.425,0.0474768,0.0474768,0.0474768
-2.42375,0.0461416,0.0461416,0.0461416
-2.4225,0.045474,0.045474,0.045474
-2.42125,0.047143,0.047143,0.047143
-2.42,0.0468092,0.0468092,0.0468092
-2.41875,0.045474,0.045474,0.045474
-2.4175,0.0448064,0.0448064,0.0448064
-2.41625,0.045474,0.045474,0.045474
-2.415,0.0461416,0.0461416,0.0461416
-2.41375,0.0474768,0.0474768,0.0474768
-2.4125,0.0474768,0.0474768,0.0474768
-2.41125,0.047143,0.047143,0.047143
-2.41,0.047143,0.047143,0.047143
-2.40875,0.0478106,0.0478106,0.0478106
-2.4075,0.0498134,0.0498134,0.0498134
-2.40625,0.0494796,0.0494796,0.0494796
-2.405,0.0474768,0.0474768,0.0474768
-2.40375,0.0461416,0.0461416,0.0461416
-2.4025,0.045474,0.045474,0.045474
-2.40125,0.047143,0.047143,0.047143
-2.4,0.0468092,0.0468092,0.0468092
-2.39875,0.045474,0.045474,0.045474
-2.3975,0.0448064,0.0448064,0.0448064
-2.39625,0.045474,0.045474,0.045474
-2.395,0.0461416,0.0461416,0.0461416
-2.39375,0.047143,0.047143,0.047143
-2.3925,0.0474768,0.0474768,0.0474768
-2.39125,0.047143,0.047143,0.047143
-2.39,0.047143,0.047143,0.047143
-2.38875,0.0528176,0.0528176,0.0528176
-2.3875,0.0511486,0.0511486,0.0511486
-2.38625,0.0501472,0.0501472,0.0501472
-2.385,0.0478106,0.0478106,0.0478106
-2.38375,0.0468092,0.0468092,0.0468092
-2.3825,0.0464754,0.0464754,0.0464754
-2.38125,0.0478106,0.0478106,0.0478106
-2.38,0.0474768,0.0474768,0.0474768
-2.37875,0.0461416,0.0461416,0.0461416
-2.3775,0.045474,0.045474,0.045474
-2.37625,0.0461416,0.0461416,0.0461416
-2.375,0.0468092,0.0468092,0.0468092
-2.37375,0.0481444,0.0481444,0.0481444
-2.3725,0.0481444,0.0481444,0.0481444
-2.37125,0.0478106,0.0478106,0.0478106
-2.37,0.0478106,0.0478106,0.0478106
-2.36875,0.0484782,0.0484782,0.0484782
-2.3675,0.0501472,0.0501472,0.0501472
-2.36625,0.0501472,0.0501472,0.0501472
-2.365,0.0478106,0.0478106,0.0478106
-2.36375,0.0468092,0.0468092,0.0468092
-2.3625,0.0461416,0.0461416,0.0461416
-2.36125,0.0478106,0.0478106,0.0478106
-2.36,0.0474768,0.0474768,0.0474768
-2.35875,0.0458078,0.0458078,0.0458078
-2.3575,0.045474,0.045474,0.045474
-2.35625,0.0461416,0.0461416,0.0461416
-2.355,0.0468092,0.0468092,0.0468092
-2.35375,0.0481444,0.0481444,0.0481444
-2.3525,0.0481444,0.0481444,0.0481444
-2.35125,0.0478106,0.0478106,0.0478106
-2.35,0.0478106,0.0478106,0.0478106
-2.34875,0.0484782,0.0484782,0.0484782
-2.3475,0.050481,0.050481,0.050481
-2.34625,0.0501472,0.0501472,0.0501472
-2.345,0.0478106,0.0478106,0.0478106
-2.34375,0.0468092,0.0468092,0.0468092
-2.3425,0.0461416,0.0461416,0.0461416
-2.34125,0.0478106,0.0478106,0.0478106
-2.34,0.0474768,0.0474768,0.0474768
-2.33875,0.0458078,0.0458078,0.0458078
-2.3375,0.045474,0.045474,0.045474
-2.33625,0.0461416,0.0461416,0.0461416
-2.335,0.0468092,0.0468092,0.0468092
-2.33375,0.0481444,0.0481444,0.0481444
-2.3325,0.0481444,0.0481444,0.0481444
-2.33125,0.0478106,0.0478106,0.0478106
-2.33,0.0478106,0.0478106,0.0478106
-2.32875,0.0484782,0.0484782,0.0484782
-2.3275,0.050481,0.050481,0.050481
-2.32625,0.0501472,0.0501472,0.0501472
-2.325,0.0478106,0.0478106,0.0478106
-2.32375,0.0468092,0.0468092,0.0468092
-2.3225,0.0461416,0.0461416,0.0461416
-2.32125,0.0478106,0.0478106,0.0478106
-2.32,0.0474768,0.0474768,0.0474768
-2.31875,0.0458078,0.0458078,0.0458078
-2.3175,0.045474,0.045474,0.045474
-2.31625,0.0461416,0.0461416,0.0461416
-2.315,0.0468092,0.0468092,0.0468092
-2.31375,0.0481444,0.0481444,0.0481444
-2.3125,0.0481444,0.0481444,0.0481444
-2.31125,0.0478106,0.0478106,0.0478106
-2.31,0.0478106,0.0478106,0.0478106
-2.30875,0.0484782,0.0484782,0.0484782
-2.3075,0.050481,0.050481,0.050481
-2.30625,0.0501472,0.0501472,0.0501472
-2.305,0.0478106,0.0478106,0.0478106
-2.30375,0.0468092,0.0468092,0.0468092
-2.3025,0.0461416,0.0461416,0.0461416
-2.30125,0.0478106,0.0478106,0.0478106
-2.3,0.0474768,0.0474768,0.0474768
-2.29875,0.0458078,0.0458078,0.0458078
-2.2975,0.045474,0.045474,0.045474
-2.29625,0.0461416,0.0461416,0.0461416
-2.295,0.0468092,0.0468092,0.0468092
-2.29375,0.0481444,0.0481444,0.0481444
-2.2925,0.0481444,0.0481444,0.0481444
-2.29125,0.0478106,0.0478106,0.0478106
-2.29,0.0478106,0.0478106,0.0478106
-2.28875,0.0531514,0.0531514,0.0531514
-2.2875,0.0598274,0.0598274,0.0598274
-2.28625,0.0798553,0.0798553,0.0798553
-2.285,0.0728455,0.0728455,0.0728455
-2.28375,0.0715103,0.0715103,0.0715103
-2.2825,0.0708427,0.0708427,0.0708427
-2.28125,0.0701751,0.0701751,0.0701751
-2.28,0.0708427,0.0708427,0.0708427
-2.27875,0.0691737,0.0691737,0.0691737
-2.2775,0.0678385,0.0678385,0.0678385
-2.27625,0.0681723,0.0681723,0.0681723
-2.275,0.0691737,0.0691737,0.0691737
-2.27375,0.0705089,0.0705089,0.0705089
-2.2725,0.0688399,0.0688399,0.0688399
-2.27125,0.0695075,0.0695075,0.0695075
-2.27,0.0698413,0.0698413,0.0698413
-2.26875,0.0695075,0.0695075,0.0695075
-2.2675,0.0715103,0.0715103,0.0715103
-2.26625,0.0715103,0.0715103,0.0715103
-2.265,0.0691737,0.0691737,0.0691737
-2.26375,0.0668371,0.0668371,0.0668371
-2.2625,0.0675047,0.0675047,0.0675047
-2.26125,0.0691737,0.0691737,0.0691737
-2.26,0.0678385,0.0678385,0.0678385
-2.25875,0.0665033,0.0665033,0.0665033
-2.2575,0.0665033,0.0665033,0.0665033
-2.25625,0.0665033,0.0665033,0.0665033
-2.255,0.0665033,0.0665033,0.0665033
-2.25375,0.0691737,0.0691737,0.0691737
-2.2525,0.0695075,0.0695075,0.0695075
-2.25125,0.0678385,0.0678385,0.0678385
-2.25,0.0681723,0.0681723,0.0681723
-2.24875,0.0698413,0.0698413,0.0698413
-2.2475,0.0698413,0.0698413,0.0698413
-2.24625,0.0695075,0.0695075,0.0695075
-2.245,0.0681723,0.0681723,0.0681723
-2.24375,0.0655019,0.0655019,0.0655019
-2.2425,0.0645006,0.0645006,0.0645006
-2.24125,0.0681723,0.0681723,0.0681723
-2.24,0.0671709,0.0671709,0.0671709
-2.23875,0.0645006,0.0645006,0.0645006
-2.2375,0.0641668,0.0641668,0.0641668
-2.23625,0.0661695,0.0661695,0.0661695
-2.235,0.0675047,0.0675047,0.0675047
-2.23375,0.0658357,0.0658357,0.0658357
-2.2325,0.0671709,0.0671709,0.0671709
-2.23125,0.0675047,0.0675047,0.0675047
-2.23,0.0681723,0.0681723,0.0681723
-2.22875,0.0671709,0.0671709,0.0671709
-2.2275,0.0691737,0.0691737,0.0691737
-2.22625,0.0701751,0.0701751,0.0701751
-2.225,0.0671709,0.0671709,0.0671709
-2.22375,0.0655019,0.0655019,0.0655019
-2.2225,0.0645006,0.0645006,0.0645006
-2.22125,0.0681723,0.0681723,0.0681723
-2.22,0.0678385,0.0678385,0.0678385
-2.21875,0.063833,0.063833,0.063833
-2.2175,0.0645006,0.0645006,0.0645006
-2.21625,0.0655019,0.0655019,0.0655019
-2.215,0.0675047,0.0675047,0.0675047
-2.21375,0.0661695,0.0661695,0.0661695
-2.2125,0.0671709,0.0671709,0.0671709
-2.21125,0.0681723,0.0681723,0.0681723
-2.21,0.0671709,0.0671709,0.0671709
-2.20875,0.0675047,0.0675047,0.0675047
-2.2075,0.0685061,0.0685061,0.0685061
-2.20625,0.0698413,0.0698413,0.0698413
-2.205,0.0678385,0.0678385,0.0678385
-2.20375,0.0648344,0.0648344,0.0648344
-2.2025,0.0655019,0.0655019,0.0655019
-2.20125,0.0668371,0.0668371,0.0668371
-2.2,0.0678385,0.0678385,0.0678385
-2.19875,0.0634992,0.0634992,0.0634992
-2.1975,0.0645006,0.0645006,0.0645006
-2.19625,0.0661695,0.0661695,0.0661695
-2.195,0.0665033,0.0665033,0.0665033
-2.19375,0.0668371,0.0668371,0.0668371
-2.1925,0.0661695,0.0661695,0.0661695
-2.19125,0.0681723,0.0681723,0.0681723
-2.19,0.0675047,0.0675047,0.0675047
-2.18875,0.0675047,0.0675047,0.0675047
-2.1875,0.0695075,0.0695075,0.0695075
-2.18625,0.0688399,0.0688399,0.0688399
-2.185,0.0681723,0.0681723,0.0681723
-2.18375,0.0641668,0.0641668,0.0641668
-2.1825,0.0655019,0.0655019,0.0655019
-2.18125,0.0675047,0.0675047,0.0675047
-2.18,0.0675047,0.0675047,0.0675047
-2.17875,0.0645006,0.0645006,0.0645006
-2.1775,0.0634992,0.0634992,0.0634992
-2.17625,0.0665033,0.0665033,0.0665033
-2.175,0.0665033,0.0665033,0.0665033
-2.17375,0.0651681,0.0651681,0.0651681
-2.1725,0.0628316,0.0628316,0.0628316
-2.17125,0.0631654,0.0631654,0.0631654
-2.17,0.063833,0.063833,0.063833
-2.16875,0.062164,0.062164,0.062164
-2.1675,0.0655019,0.0655019,0.0655019
-2.16625,0.0648344,0.0648344,0.0648344
-2.165,0.0634992,0.0634992,0.0634992
-2.16375,0.0611626,0.0611626,0.0611626
-2.1625,0.060495,0.060495,0.060495
-2.16125,0.063833,0.063833,0.063833
-2.16,0.0624978,0.0624978,0.0624978
-2.15875,0.0601612,0.0601612,0.0601612
-2.1575,0.0594936,0.0594936,0.0594936
-2.15625,0.0618302,0.0618302,0.0618302
-2.155,0.0631654,0.0631654,0.0631654
-2.15375,0.0614964,0.0614964,0.0614964
-2.1525,0.0631654,0.0631654,0.0631654
-2.15125,0.0628316,0.0628316,0.0628316
-2.15,0.063833,0.063833,0.063833
-2.14875,0.0628316,0.0628316,0.0628316
-2.1475,0.0648344,0.0648344,0.0648344
-2.14625,0.0658357,0.0658357,0.0658357
-2.145,0.0628316,0.0628316,0.0628316
-2.14375,0.0611626,0.0611626,0.0611626
-2.1425,0.060495,0.060495,0.060495
-2.14125,0.063833,0.063833,0.063833
-2.14,0.0634992,0.0634992,0.0634992
-2.13875,0.0594936,0.0594936,0.0594936
-2.1375,0.0601612,0.0601612,0.0601612
-2.13625,0.0611626,0.0611626,0.0611626
-2.135,0.0631654,0.0631654,0.0631654
-2.13375,0.0618302,0.0618302,0.0618302
-2.1325,0.0628316,0.0628316,0.0628316
-2.13125,0.063833,0.063833,0.063833
-2.13,0.0628316,0.0628316,0.0628316
-2.12875,0.0631654,0.0631654,0.0631654
-2.1275,0.0645006,0.0645006,0.0645006
-2.12625,0.0655019,0.0655019,0.0655019
-2.125,0.0631654,0.0631654,0.0631654
-2.12375,0.0608288,0.0608288,0.0608288
-2.1225,0.0611626,0.0611626,0.0611626
-2.12125,0.0628316,0.0628316,0.0628316
-2.12,0.0634992,0.0634992,0.0634992
-2.11875,0.0591598,0.0591598,0.0591598
-2.1175,0.0601612,0.0601612,0.0601612
-2.11625,0.0618302,0.0618302,0.0618302
-2.115,0.0624978,0.0624978,0.0624978
-2.11375,0.0628316,0.0628316,0.0628316
-2.1125,0.0618302,0.0618302,0.0618302
-2.11125,0.063833,0.063833,0.063833
-2.11,0.0628316,0.0628316,0.0628316
-2.10875,0.0631654,0.0631654,0.0631654
-2.1075,0.0655019,0.0655019,0.0655019
-2.10625,0.0648344,0.0648344,0.0648344
-2.105,0.063833,0.063833,0.063833
-2.10375,0.0601612,0.0601612,0.0601612
-2.1025,0.0611626,0.0611626,0.0611626
-2.10125,0.0631654,0.0631654,0.0631654
-2.1,0.0631654,0.0631654,0.0631654
-2.09875,0.0601612,0.0601612,0.0601612
-2.0975,0.0591598,0.0591598,0.0591598
-2.09625,0.062164,0.062164,0.062164
-2.095,0.062164,0.062164,0.062164
-2.09375,0.0624978,0.0624978,0.0624978
-2.0925,0.0628316,0.0628316,0.0628316
-2.09125,0.0634992,0.0634992,0.0634992
-2.09,0.063833,0.063833,0.063833
-2.08875,0.062164,0.062164,0.062164
-2.0875,0.0658357,0.0658357,0.0658357
-2.08625,0.0648344,0.0648344,0.0648344
-2.085,0.0634992,0.0634992,0.0634992
-2.08375,0.0611626,0.0611626,0.0611626
-2.0825,0.060495,0.060495,0.060495
-2.08125,0.063833,0.063833,0.063833
-2.08,0.0624978,0.0624978,0.0624978
-2.07875,0.0598274,0.0598274,0.0598274
-2.0775,0.0598274,0.0598274,0.0598274
-2.07625,0.0618302,0.0618302,0.0618302
-2.075,0.0631654,0.0631654,0.0631654
-2.07375,0.0614964,0.0614964,0.0614964
-2.0725,0.0631654,0.0631654,0.0631654
-2.07125,0.0628316,0.0628316,0.0628316
-2.07,0.063833,0.063833,0.063833
-2.06875,0.0628316,0.0628316,0.0628316
-2.0675,0.0651681,0.0651681,0.0651681
-2.06625,0.0658357,0.0658357,0.0658357
-2.065,0.0624978,0.0624978,0.0624978
-2.06375,0.0611626,0.0611626,0.0611626
-2.0625,0.060495,0.060495,0.060495
-2.06125,0.0634992,0.0634992,0.0634992
-2.06,0.0634992,0.0634992,0.0634992
-2.05875,0.0591598,0.0591598,0.0591598
-2.0575,0.0601612,0.0601612,0.0601612
-2.05625,0.0611626,0.0611626,0.0611626
-2.055,0.0631654,0.0631654,0.0631654
-2.05375,0.0618302,0.0618302,0.0618302
-2.0525,0.0628316,0.0628316,0.0628316
-2.05125,0.063833,0.063833,0.063833
-2.05,0.0628316,0.0628316,0.0628316
-2.04875,0.0631654,0.0631654,0.0631654
-2.0475,0.0648344,0.0648344,0.0648344
-2.04625,0.0655019,0.0655019,0.0655019
-2.045,0.0634992,0.0634992,0.0634992
-2.04375,0.0608288,0.0608288,0.0608288
-2.0425,0.0614964,0.0614964,0.0614964
-2.04125,0.0628316,0.0628316,0.0628316
-2.04,0.0634992,0.0634992,0.0634992
-2.03875,0.058826,0.058826,0.058826
-2.0375,0.0594936,0.0594936,0.0594936
-2.03625,0.062164,0.062164,0.062164
-2.035,0.062164,0.062164,0.062164
-2.03375,0.0624978,0.0624978,0.0624978
-2.0325,0.0628316,0.0628316,0.0628316
-2.03125,0.0634992,0.0634992,0.0634992
-2.03,0.063833,0.063833,0.063833
-2.02875,0.062164,0.062164,0.062164
-2.0275,0.0658357,0.0658357,0.0658357
-2.02625,0.0648344,0.0648344,0.0648344
-2.025,0.0634992,0.0634992,0.0634992
-2.02375,0.0608288,0.0608288,0.0608288
-2.0225,0.060495,0.060495,0.060495
-2.02125,0.063833,0.063833,0.063833
-2.02,0.0624978,0.0624978,0.0624978
-2.01875,0.0598274,0.0598274,0.0598274
-2.0175,0.0598274,0.0598274,0.0598274
-2.01625,0.062164,0.062164,0.062164
-2.015,0.0634992,0.0634992,0.0634992
-2.01375,0.0618302,0.0618302,0.0618302
-2.0125,0.0631654,0.0631654,0.0631654
-2.01125,0.0631654,0.0631654,0.0631654
-2.01,0.063833,0.063833,0.063833
-2.00875,0.0628316,0.0628316,0.0628316
-2.0075,0.0651681,0.0651681,0.0651681
-2.00625,0.0655019,0.0655019,0.0655019
-2.005,0.0624978,0.0624978,0.0624978
-2.00375,0.0611626,0.0611626,0.0611626
-2.0025,0.060495,0.060495,0.060495
-2.00125,0.063833,0.063833,0.063833
-2,0.0634992,0.0634992,0.0634992
-1.99875,0.0591598,0.0591598,0.0591598
-1.9975,0.060495,0.060495,0.060495
-1.99625,0.0611626,0.0611626,0.0611626
-1.995,0.0631654,0.0631654,0.0631654
-1.99375,0.0618302,0.0618302,0.0618302
-1.9925,0.0628316,0.0628316,0.0628316
-1.99125,0.063833,0.063833,0.063833
-1.99,0.0628316,0.0628316,0.0628316
-1.98875,0.0631654,0.0631654,0.0631654
-1.9875,0.0648344,0.0648344,0.0648344
-1.98625,0.0651681,0.0651681,0.0651681
-1.985,0.0631654,0.0631654,0.0631654
-1.98375,0.060495,0.060495,0.060495
-1.9825,0.0614964,0.0614964,0.0614964
-1.98125,0.0624978,0.0624978,0.0624978
-1.98,0.0634992,0.0634992,0.0634992
-1.97875,0.058826,0.058826,0.058826
-1.9775,0.0601612,0.0601612,0.0601612
-1.97625,0.0618302,0.0618302,0.0618302
-1.975,0.0624978,0.0624978,0.0624978
-1.97375,0.0624978,0.0624978,0.0624978
-1.9725,0.0618302,0.0618302,0.0618302
-1.97125,0.063833,0.063833,0.063833
-1.97,0.0628316,0.0628316,0.0628316
-1.96875,0.0631654,0.0631654,0.0631654
-1.9675,0.0658357,0.0658357,0.0658357
-1.96625,0.0645006,0.0645006,0.0645006
-1.965,0.0634992,0.0634992,0.0634992
-1.96375,0.0598274,0.0598274,0.0598274
-1.9625,0.0614964,0.0614964,0.0614964
-1.96125,0.0631654,0.0631654,0.0631654
-1.96,0.0631654,0.0631654,0.0631654
-1.95875,0.0598274,0.0598274,0.0598274
-1.9575,0.0591598,0.0591598,0.0591598
-1.95625,0.062164,0.062164,0.062164
-1.955,0.0624978,0.0624978,0.0624978
-1.95375,0.0624978,0.0624978,0.0624978
-1.9525,0.0628316,0.0628316,0.0628316
-1.95125,0.0631654,0.0631654,0.0631654
-1.95,0.063833,0.063833,0.063833
-1.94875,0.062164,0.062164,0.062164
-1.9475,0.0658357,0.0658357,0.0658357
-1.94625,0.0648344,0.0648344,0.0648344
-1.945,0.0631654,0.0631654,0.0631654
-1.94375,0.0611626,0.0611626,0.0611626
-1.9425,0.060495,0.060495,0.060495
-1.94125,0.063833,0.063833,0.063833
-1.94,0.0624978,0.0624978,0.0624978
-1.93875,0.0598274,0.0598274,0.0598274
-1.9375,0.0598274,0.0598274,0.0598274
-1.93625,0.0618302,0.0618302,0.0618302
-1.935,0.0634992,0.0634992,0.0634992
-1.93375,0.0614964,0.0614964,0.0614964
-1.9325,0.0628316,0.0628316,0.0628316
-1.93125,0.0631654,0.0631654,0.0631654
-1.93,0.0634992,0.0634992,0.0634992
-1.92875,0.0631654,0.0631654,0.0631654
-1.9275,0.0651681,0.0651681,0.0651681
-1.92625,0.0655019,0.0655019,0.0655019
-1.925,0.0624978,0.0624978,0.0624978
-1.92375,0.0608288,0.0608288,0.0608288
-1.9225,0.0608288,0.0608288,0.0608288
-1.92125,0.0634992,0.0634992,0.0634992
-1.92,0.0634992,0.0634992,0.0634992
-1.91875,0.058826,0.058826,0.058826
-1.9175,0.0601612,0.0601612,0.0601612
-1.91625,0.0611626,0.0611626,0.0611626
-1.915,0.0634992,0.0634992,0.0634992
-1.91375,0.062164,0.062164,0.062164
-1.9125,0.0624978,0.0624978,0.0624978
-1.91125,0.063833,0.063833,0.063833
-1.91,0.0624978,0.0624978,0.0624978
-1.90875,0.0631654,0.0631654,0.0631654
-1.9075,0.0651681,0.0651681,0.0651681
-1.90625,0.0651681,0.0651681,0.0651681
-1.905,0.0631654,0.0631654,0.0631654
-1.90375,0.0601612,0.0601612,0.0601612
-1.9025,0.0614964,0.0614964,0.0614964
-1.90125,0.0624978,0.0624978,0.0624978
-1.9,0.0634992,0.0634992,0.0634992
-1.89875,0.0591598,0.0591598,0.0591598
-1.8975,0.0601612,0.0601612,0.0601612
-1.89625,0.062164,0.062164,0.062164
-1.895,0.0624978,0.0624978,0.0624978
-1.89375,0.0628316,0.0628316,0.0628316
-1.8925,0.062164,0.062164,0.062164
-1.89125,0.063833,0.063833,0.063833
-1.89,0.0631654,0.0631654,0.0631654
-1.88875,0.0628316,0.0628316,0.0628316
-1.8875,0.0658357,0.0658357,0.0658357
-1.88625,0.0641668,0.0641668,0.0641668
-1.885,0.0634992,0.0634992,0.0634992
-1.88375,0.0601612,0.0601612,0.0601612
-1.8825,0.0614964,0.0614964,0.0614964
-1.88125,0.0631654,0.0631654,0.0631654
-1.88,0.0628316,0.0628316,0.0628316
-1.87875,0.0598274,0.0598274,0.0598274
-1.8775,0.0591598,0.0591598,0.0591598
-1.87625,0.062164,0.062164,0.062164
-1.875,0.0624978,0.0624978,0.0624978
-1.87375,0.0624978,0.0624978,0.0624978
