#Digilent WaveForms Oscilloscope Acquisition,,,
#Device Name: Discovery2,,,
#Serial Number: SN:210321A4216E,,,
#Date Time: 2020-04-30 20:02:49.283,,,
#Sample rate: 800Hz,,,
#Samples: 4922,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,
#Channel 1: Range: 20 mV/div Offset: 0 V,,,
,,,
Time (s),Channel 1 (V),,
-1.135,0.0044167,0.0044167,0.0004167
-1.13375,0.0047505,0.0047505,0.0007505
-1.1325,0.0044167,0.0044167,0.0004167
-1.13125,0.0040829,0.0040829,8.29E-05
-1.13,0.0047505,0.0047505,0.0007505
-1.12875,0.0060857,0.0060857,0.0020857
-1.1275,0.0070871,0.0070871,0.0030871
-1.12625,0.0047505,0.0047505,0.0007505
-1.125,0.00341531,0.00341531,-0.00058469
-1.12375,0.00274771,0.00274771,-0.00125229
-1.1225,0.0037491,0.0037491,-0.0002509
-1.12125,0.0040829,0.0040829,8.29E-05
-1.12,0.00274771,0.00274771,-0.00125229
-1.11875,0.00174631,0.00174631,-0.00225369
-1.1175,0.00208011,0.00208011,-0.00191989
-1.11625,0.00308151,0.00308151,-0.00091849
-1.115,0.0044167,0.0044167,0.0004167
-1.11375,0.0047505,0.0047505,0.0007505
-1.1125,0.0044167,0.0044167,0.0004167
-1.11125,0.0040829,0.0040829,8.29E-05
-1.11,0.0044167,0.0044167,0.0004167
-1.10875,0.0060857,0.0060857,0.0020857
-1.1075,0.0070871,0.0070871,0.0030871
-1.10625,0.0047505,0.0047505,0.0007505
-1.105,0.00308151,0.00308151,-0.00091849
-1.10375,0.00274771,0.00274771,-0.00125229
-1.1025,0.0037491,0.0037491,-0.0002509
-1.10125,0.0040829,0.0040829,8.29E-05
-1.1,0.00274771,0.00274771,-0.00125229
-1.09875,0.00174631,0.00174631,-0.00225369
-1.0975,0.00208011,0.00208011,-0.00191989
-1.09625,0.00308151,0.00308151,-0.00091849
-1.095,0.0044167,0.0044167,0.0004167
-1.09375,0.0044167,0.0044167,0.0004167
-1.0925,0.0044167,0.0044167,0.0004167
-1.09125,0.0040829,0.0040829,8.29E-05
-1.09,0.0044167,0.0044167,0.0004167
-1.08875,0.0060857,0.0060857,0.0020857
-1.0875,0.0070871,0.0070871,0.0030871
-1.08625,0.0047505,0.0047505,0.0007505
-1.085,0.00341531,0.00341531,-0.00058469
-1.08375,0.00274771,0.00274771,-0.00125229
-1.0825,0.0040829,0.0040829,8.29E-05
-1.08125,0.0040829,0.0040829,8.29E-05
-1.08,0.00274771,0.00274771,-0.00125229
-1.07875,0.00174631,0.00174631,-0.00225369
-1.0775,0.00241391,0.00241391,-0.00158609
-1.07625,0.00308151,0.00308151,-0.00091849
-1.075,0.0044167,0.0044167,0.0004167
-1.07375,0.0044167,0.0044167,0.0004167
-1.0725,0.0044167,0.0044167,0.0004167
-1.07125,0.0040829,0.0040829,8.29E-05
-1.07,0.0044167,0.0044167,0.0004167
-1.06875,0.0060857,0.0060857,0.0020857
-1.0675,0.0070871,0.0070871,0.0030871
-1.06625,0.0044167,0.0044167,0.0004167
-1.065,0.00341531,0.00341531,-0.00058469
-1.06375,0.00274771,0.00274771,-0.00125229
-1.0625,0.0037491,0.0037491,-0.0002509
-1.06125,0.0037491,0.0037491,-0.0002509
-1.06,0.00274771,0.00274771,-0.00125229
-1.05875,0.00174631,0.00174631,-0.00225369
-1.0575,0.00241391,0.00241391,-0.00158609
-1.05625,0.00308151,0.00308151,-0.00091849
-1.055,0.0044167,0.0044167,0.0004167
-1.05375,0.0044167,0.0044167,0.0004167
-1.0525,0.0044167,0.0044167,0.0004167
-1.05125,0.0040829,0.0040829,8.29E-05
-1.05,0.0047505,0.0047505,0.0007505
-1.04875,0.0064195,0.0064195,0.0024195
-1.0475,0.0070871,0.0070871,0.0030871
-1.04625,0.0044167,0.0044167,0.0004167
-1.045,0.00341531,0.00341531,-0.00058469
-1.04375,0.00274771,0.00274771,-0.00125229
-1.0425,0.0040829,0.0040829,8.29E-05
-1.04125,0.0040829,0.0040829,8.29E-05
-1.04,0.00274771,0.00274771,-0.00125229
-1.03875,0.00174631,0.00174631,-0.00225369
-1.0375,0.00241391,0.00241391,-0.00158609
-1.03625,0.00308151,0.00308151,-0.00091849
-1.035,0.0044167,0.0044167,0.0004167
-1.03375,0.0044167,0.0044167,0.0004167
-1.0325,0.0044167,0.0044167,0.0004167
-1.03125,0.0040829,0.0040829,8.29E-05
-1.03,0.0044167,0.0044167,0.0004167
-1.02875,0.0060857,0.0060857,0.0020857
-1.0275,0.0070871,0.0070871,0.0030871
-1.02625,0.0044167,0.0044167,0.0004167
-1.025,0.00341531,0.00341531,-0.00058469
-1.02375,0.00274771,0.00274771,-0.00125229
-1.0225,0.0037491,0.0037491,-0.0002509
-1.02125,0.0040829,0.0040829,8.29E-05
-1.02,0.00274771,0.00274771,-0.00125229
-1.01875,0.00174631,0.00174631,-0.00225369
-1.0175,0.00208011,0.00208011,-0.00191989
-1.01625,0.00308151,0.00308151,-0.00091849
-1.015,0.0044167,0.0044167,0.0004167
-1.01375,0.0044167,0.0044167,0.0004167
-1.0125,0.0044167,0.0044167,0.0004167
-1.01125,0.0040829,0.0040829,8.29E-05
-1.01,0.0047505,0.0047505,0.0007505
-1.00875,0.0064195,0.0064195,0.0024195
-1.0075,0.0070871,0.0070871,0.0030871
-1.00625,0.0044167,0.0044167,0.0004167
-1.005,0.00308151,0.00308151,-0.00091849
-1.00375,0.00241391,0.00241391,-0.00158609
-1.0025,0.0037491,0.0037491,-0.0002509
-1.00125,0.0037491,0.0037491,-0.0002509
-1,0.00274771,0.00274771,-0.00125229
